Age,Income,Time_on_Site,Previous_Clicks,Device_Type,Ad_Category,Gender,Time_of_Day,Clicked
-0.27033601976225186,-1.0678717401188091,1.7235460637967943,-3.4144062104946395,0.0313943440497908,-1.269844618349899,3.6121379565647254,2.7615698220765523,1
1.4177497820326574,-2.0444567863303353,2.3609607924122673,-0.057302274611775075,-1.7983047759647857,0.801588635215535,1.6669717755542373,0.9615456368118994,0
-0.25032601294582624,-0.9963895848561808,-2.25430225196036,2.339306223503109,-0.11964849362125263,-0.40203563915314955,-1.3610810302633702,-0.4911397260068653,0
-1.3508377131530593,0.6986673152065399,2.2108355588972417,-4.490121749503399,-0.034687165865209924,-1.7235807716347997,3.160315553433679,1.1348171351218386,1
-0.7490401672143456,-0.8327547007391858,-0.28708505330007705,1.6822438526284345,-3.172607165014865,1.269721983374517,2.5297297661046585,-0.24826756602475364,1
0.6431463156058044,2.7829045885012604,-0.2528650348378003,-2.684165346004689,2.134778177295567,-1.237369613981275,3.13044404485821,2.696047170335469,1
-0.10838765432605024,-1.40625213575391,1.6329566345709114,-0.6467989342060361,-1.4895236712100834,0.8651343395816362,1.5916088907176023,0.5740804537297253,0
-0.39369361953946325,-0.16599339688183457,1.250656439326793,-1.342362472540251,-1.4837923865041835,-0.2689887685809279,2.8824385136864716,0.7341830864050035,1
-1.4261502329781874,-1.5658520651970216,0.851812414612749,0.374413593458312,-1.5168704608181822,0.1524328094260028,-1.9557395523423073,-2.3363180370865595,0
-1.0408333935109844,-1.52135657010303,-0.7287444809280879,-3.4452556444760343,2.9706042205057477,-0.49248455921562995,2.377140850324721,4.663791135363371,1
-1.601804050951495,3.021709113261017,-2.3318525372608994,0.07289369890517185,0.29522581560823724,1.1537178426388384,2.3113253851864917,0.5483115624929983,1
-4.113995739109434,1.8446702504845134,2.4739639430479055,-7.026862391914458,2.1341373900498106,-4.43502492531276,-2.0220386104386097,-2.609592968614096,1
-0.8137255483774283,-0.3038401602025391,2.348934854540391,-0.8536248529641494,-2.517904538004525,1.560032427843708,1.8510740445196348,-0.7435459504229751,0
0.4370974348926162,-1.4146896717939814,-1.5505225775916522,3.852395889189748,-3.2516486158305566,-0.07831236767405758,1.055134566847173,-0.9052578378276952,0
-2.468096973417786,-0.46136014793711544,0.770129648892568,-4.740386632002436,2.879548416043578,0.13293322257584206,0.47314091436968997,2.252744763508971,1
-1.9660506748817148,3.6714095372659594,-0.5037898878508011,-3.2889249609589526,2.0525531559270465,0.09385336377969866,1.8483970741843865,0.8594889848700551,0
-2.402056252966923,1.8600940602129041,-1.3296968278525534,2.192935185435818,-3.514781250697178,-2.635557697858467,-1.4292103225910622,-5.64380628219867,0
0.215776374550267,0.36833696876275035,3.8991948548241107,-4.110913380659642,-1.0856329900911297,-2.169825142847092,2.9397293470714327,0.39396633998596897,1
0.6299756470626894,-2.143272979473351,1.398607818063605,-0.09400537013666675,-0.7978816897226841,1.1857067162832993,0.786295164073999,1.1482293903898633,0
-2.4415528003723272,1.6483403472642273,-4.102197968379814,-0.5290505577618336,3.066653035146045,-3.936651621434671,-2.7451519651389376,-1.0735734010959561,0
1.192565603028779,3.682841572827939,-4.25594236274285,4.700427227705384,-0.2522710919744413,2.322856316323164,1.3369077298641203,0.13005156014184077,1
-2.010770440238743,2.0782053569861163,0.5531826725357041,-3.933564009413425,2.1996658455333638,1.467567224750211,1.8132731664903803,1.806139201803734,1
0.45140271722621983,1.5399682705211948,-1.3649885655975469,-0.518440137359972,2.828037199923193,2.4783422016382657,0.928596729271997,2.883841134421759,1
