Age,Income,Time_on_Site,Previous_Clicks,Device_Type,Ad_Category,Gender,Time_of_Day,Clicked
-0.2703360197622518,-1.0678717401188091,1.7235460637967943,-3.4144062104946395,0.0313943440497908,-1.269844618349899,3.612137956564725,2.7615698220765523,1
1.4177497820326574,-2.044456786330336,2.3609607924122678,-0.057302274611775,-1.7983047759647857,0.801588635215535,1.6669717755542373,0.9615456368118994,0
-0.2503260129458262,-0.9963895848561808,-2.25430225196036,2.339306223503109,-0.1196484936212526,-0.4020356391531495,-1.3610810302633702,-0.4911397260068653,0
-1.3508377131530591,0.6986673152065399,2.2108355588972417,-4.490121749503399,-0.0346871658652099,-1.7235807716347995,3.160315553433679,1.1348171351218386,1
-0.7490401672143456,-0.8327547007391858,-0.287085053300077,1.6822438526284345,-3.172607165014865,1.269721983374517,2.5297297661046585,-0.2482675660247536,1
0.6431463156058044,2.7829045885012604,-0.2528650348378003,-2.684165346004689,2.134778177295567,-1.237369613981275,3.13044404485821,2.696047170335469,1
-0.1083876543260502,-1.40625213575391,1.6329566345709114,-0.6467989342060361,-1.4895236712100834,0.8651343395816362,1.5916088907176025,0.5740804537297253,0
-0.3936936195394632,-0.1659933968818345,1.250656439326793,-1.342362472540251,-1.4837923865041835,-0.2689887685809279,2.882438513686472,0.7341830864050035,1
-1.4261502329781874,-1.5658520651970216,0.851812414612749,0.374413593458312,-1.5168704608181822,0.1524328094260028,-1.9557395523423076,-2.3363180370865595,0
-1.0408333935109844,-1.52135657010303,-0.7287444809280879,-3.4452556444760343,2.970604220505748,-0.4924845592156299,2.377140850324721,4.663791135363371,1
-1.601804050951495,3.021709113261017,-2.3318525372609,0.0728936989051718,0.2952258156082372,1.1537178426388384,2.311325385186492,0.5483115624929983,1
-4.113995739109434,1.8446702504845132,2.473963943047905,-7.026862391914458,2.13413739004981,-4.43502492531276,-2.0220386104386097,-2.609592968614096,1
-0.8137255483774283,-0.3038401602025391,2.348934854540391,-0.8536248529641494,-2.517904538004525,1.560032427843708,1.8510740445196348,-0.7435459504229751,0
0.4370974348926162,-1.4146896717939814,-1.5505225775916522,3.852395889189748,-3.2516486158305566,-0.0783123676740575,1.055134566847173,-0.9052578378276952,0
